trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
793,1,734.4000000953674,0,39100,27,2.764,0.25,2.896,0,0,1
794,1,1095.6000001430511,0,39100,16,4.109,0.15,4.878,0,0,1
795,1,1008.9000000953674,50,39150,16,4.315,0.15,5.673,0,0,1
796,1,692.2999999523163,100,39250,27,2.026,0.25,1.537,0,0,1
797,1,1343.7000000476837,50,39300,16,4.75,0.15,7.775,0,0,1
798,1,1836.1000001430511,50,39350,5,6.476,0.05,8.8,0,0,1
799,1,1421.1999998092651,100,39450,5,5.084,0.05,3.291,0,0,1
800,1,1028,100,39550,16,3.562,0.15,3.244,0,0,1
801,1,1304.7999999523163,100,39650,27,2.498,0.25,2.324,0,0,1
802,1,1411.7000000476837,0,39650,16,4.591,0.15,6.933,0,0,1
803,1,1320.3999998569489,0,39650,27,3.493,0.25,5.129,0,0,1
804,1,1049.6999998092651,100,39750,16,3.816,0.15,3.924,0,0,1
805,1,2039.5,100,39850,5,6.164,0.05,7.071,0,0,1
806,1,1425.7000000476837,100,39950,16,3.609,0.15,3.36,0,0,1
807,1,1164.2000000476837,100,40050,16,3.907,0.15,4.2,0,0,1
808,1,941.5,0,40050,27,3.258,0.25,4.284,0,0,1
809,1,1099.5,50,40100,16,4.02,0.15,4.569,0,0,1
810,1,1353.7999999523163,50,40150,16,3.795,0.15,3.864,0,0,1
811,1,1117.4000000953674,100,40250,16,4.214,0.15,5.267,0,0,1
812,1,967.0999999046326,0,40250,27,3.449,0.25,4.962,0,0,1
813,1,1025.4000000953674,50,40300,16,4.182,0.15,5.144,0,0,1
814,1,776.5,100,40400,27,2.641,0.25,2.62,0,0,1
815,1,962.7000000476837,0,40400,16,4.375,0.15,5.926,0,0,1
816,1,940.7000000476837,50,40450,16,4.234,0.15,5.346,0,0,1
817,1,854,50,40500,27,3.454,0.25,4.98,0,0,1
818,1,1287,50,40550,16,4.975,0.15,9.135,0,0,1
819,1,790.5,0,40550,27,2.172,0.25,1.754,0,0,1
820,1,967.2999999523163,100,40650,16,4.894,0.15,8.617,0,0,1
821,1,994,50,40700,16,4.663,0.15,7.302,0,0,1
822,1,837.6999998092651,100,40800,27,3.465,0.25,5.021,0,0,1
823,1,915,0,40800,27,2.278,0.25,1.925,0,0,1
824,1,975.7000000476837,50,40850,16,4.354,0.15,5.835,0,0,1
825,1,1877.5,100,40950,5,5.305,0.05,3.852,0,0,1
826,1,1525.5999999046326,50,41000,16,3.684,0.15,3.556,0,0,1
