trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
258,1,1464.699999988079,0,11750,28,3.453,0.25,4.976,0,0,1
259,1,1397.300000011921,100,11850,28,2.882,0.25,3.186,0,0,1
260,1,1165.9000000059605,0,11850,28,2.854,0.25,3.116,0,0,1
261,1,2800.5999999940395,100,11950,6,5.281,0.05,3.789,0,0,1
262,0,1718,100,11950,17,4.787,0.15,7.981,0,0,1
263,0,3005.4000000059605,50,11950,6,6.225,0.05,7.381,1,0,1
263,1,2289.0999999940395,50,12000,6,6.225,0.05,7.381,0,0,1
264,1,2183.2000000178814,0,12000,6,5.749,0.05,5.278,0,0,1
265,1,1295.7999999821186,0,12000,28,3.093,0.25,3.765,0,0,1
266,1,1967.0999999940395,50,12050,17,4.197,0.15,5.203,0,0,1
267,1,1560.0999999940395,50,12100,28,2.507,0.25,2.341,0,0,1
268,1,1581.8999999761581,100,12200,28,3.436,0.25,4.911,0,0,1
269,0,1359.5,100,12200,28,3.365,0.25,4.653,0,0,1
270,0,3002.9000000059605,50,12200,6,5.146,0.05,3.441,1,0,1
270,1,2089.9000000059605,50,12250,6,5.146,0.05,3.441,0,0,1
271,1,1868.8999999761581,100,12350,17,4.906,0.15,8.694,0,0,1
272,1,1881.2000000178814,0,12350,28,2.693,0.25,2.733,0,0,1
273,1,1151.300000011921,50,12400,28,2.829,0.25,3.052,0,0,1
274,1,2079.399999976158,0,12400,17,3.671,0.15,3.52,0,0,1
275,1,1246.7000000178814,100,12500,28,3.191,0.25,4.067,0,0,1
276,0,3008.100000023842,100,12500,6,6.32,0.05,7.892,1,0,1
276,0,3000.300000011921,100,12500,6,6.32,0.05,7.892,1,0,1
276,0,2095,100,12500,6,6.32,0.05,7.892,0,0,1
277,1,1235.9000000059605,100,12600,28,3.055,0.25,3.656,0,0,1
278,1,1431.0999999940395,100,12700,17,4.975,0.15,9.136,0,0,0
279,1,1327.800000011921,100,12800,28,2.335,0.25,2.022,0,0,1
280,1,2109.9000000059605,0,12800,28,3.178,0.25,4.026,0,0,1
281,1,2101.5999999940395,50,12850,6,5.584,0.05,4.697,0,0,1
282,1,1360.5999999940395,0,12850,28,3.068,0.25,3.692,0,0,1
283,0,3007.899999976158,100,12850,6,6.076,0.05,6.648,1,0,1
283,0,3015.7999999821186,100,12850,6,6.076,0.05,6.648,1,0,1
283,1,2440.199999988079,100,12950,6,6.076,0.05,6.648,0,0,1
284,1,1549.5,0,12950,17,4.531,0.15,6.633,0,0,1
285,1,1533.7999999821186,0,12950,28,3.233,0.25,4.203,0,0,1
286,1,2303.100000023842,50,13000,6,5.94,0.05,6.041,0,0,1
287,1,1294.2999999821186,100,13100,28,2.546,0.25,2.42,0,0,1
288,0,2345.199999988079,0,13100,6,5.529,0.05,4.517,0,0,1
